0	0.017617
1	0.017595
2	0.01766
3	0.017645
4	0.017724
5	0.017517
6	0.017574
7	0.017595
8	0.017638
9	0.017674
10	0.017624
11	0.017588
12	0.017796
13	0.017631
14	0.017545
15	0.017502
16	0.017667
17	0.017588
18	0.017695
19	0.017667
20	0.017645
21	0.017667
22	0.017624
23	0.017574
24	0.017581
25	0.017703
26	0.017581
27	0.01756
28	0.017645
29	0.017653
30	0.017574
31	0.017738
32	0.017774
33	0.017617
34	0.01766
35	0.01776
36	0.017674
37	0.01766
38	0.01761
39	0.01756
40	0.017617
41	0.017674
42	0.01766
43	0.017681
44	0.017602
45	0.017524
46	0.017717
47	0.01766
48	0.017688
49	0.017602
50	0.017667
51	0.017695
52	0.017595
53	0.01771
54	0.01756
55	0.017624
56	0.017545
57	0.017581
58	0.01756
59	0.017645
60	0.017574
61	0.017624
62	0.017653
63	0.01168
64	0.007324
65	0.004957
66	0.003762
67	0.002983
68	0.002475
69	0.002232
70	0.001845
71	0.001752
72	0.001574
73	0.001345
74	0.001173
75	0.001101
76	0.001044
77	0.000951
78	0.000966
79	0.000923
80	0.000823
81	0.000873
82	0.000844
83	0.000801
84	0.000765
85	0.000737
86	0.000658
87	0.000672
88	0.000672
89	0.000594
90	0.000651
91	0.000672
92	0.000665
93	0.000608
94	0.000536
95	0.000579
96	0.000565
97	0.000451
98	0.000572
99	0.000458
100	0.000508
101	0.000415
102	0.000494
103	0.000622
104	0.000494
105	0.000551
106	0.000451
107	0.000486
108	0.000408
109	0.002625
110	0.009048
111	0.008812
112	0.008755
113	0.008547
114	0.010142
115	0.009413
116	0.008698
117	0.008318
118	0.008497
119	0.010943
120	0.013983
121	0.014584
122	0.012889
123	0.011766
124	0.010886
125	0.0108
126	0.007753
127	0.013454
128	0.012503
129	0.013261
130	0.011723
131	0.017288
132	0.014405
133	0.010221
134	0.00761
135	0.006008
136	0.004771
137	0.004056
138	0.003347
139	0.002983
140	0.002654
141	0.002453
142	0.002067
143	0.001953
144	0.001867
145	0.001638
146	0.001616
147	0.001481
148	0.001345
149	0.001252
150	0.001216
151	0.001137
152	0.00108
153	0.00108
154	0.000951
155	0.001023
156	0.000844
157	0.000937
158	0.000815
159	0.000887
160	0.000772
161	0.000765
162	0.000679
163	0.000787
164	0.000658
165	0.000694
166	0.000665
167	0.000536
168	0.000672
169	0.000629
170	0.000572
171	0.000579
172	0.000622
173	0.000529
174	0.000551
175	0.000501
176	0.000451
177	0.000486
178	0.010793
179	0.017138
180	0.017502
181	0.01761
182	0.017703
183	0.01761
184	0.017631
185	0.017588
186	0.01766
187	0.01756
188	0.017638
189	0.017624
190	0.017617
191	0.01756
192	0.017617
193	0.017624
194	0.016959
195	0.011866
196	0.008576
197	0.00648
198	0.005121
199	0.004256
200	0.00349
201	0.003147
202	0.002639
203	0.002453
204	0.002246
205	0.001874
206	0.001745
207	0.001631
208	0.001438
209	0.001502
210	0.001223
211	0.001216
212	0.001252
213	0.001094
214	0.00108
215	0.001044
216	0.000951
217	0.000994
218	0.000873
219	0.000837
220	0.000851
221	0.000808
222	0.000715
223	0.000751
224	0.000708
225	0.000644
226	0.000737
227	0.000758
228	0.000694
229	0.000594
230	0.000665
231	0.000615
232	0.000558
233	0.000529
234	0.000629
235	0.000451
236	0.000558
237	0.000572
238	0.000501
239	0.013046
240	0.017281
241	0.017445
242	0.017645
243	0.017552
244	0.017602
245	0.017695
246	0.017595
247	0.01756
248	0.017588
249	0.017531
250	0.017595
251	0.015957
252	0.011544
253	0.008605
254	0.006638
255	0.005379
256	0.00447
257	0.003827
258	0.003283
259	0.002954
260	0.002553
261	0.002267
262	0.002081
263	0.001945
264	0.001738
265	0.001788
266	0.001574
267	0.001488
268	0.001416
269	0.001252
270	0.001302
271	0.001116
272	0.00103
273	0.001144
274	0.000987
275	0.000908
276	0.000958
277	0.000937
278	0.000901
279	0.000751
280	0.000794
281	0.000794
282	0.000751
283	0.000701
284	0.000737
285	0.000694
286	0.000665
287	0.000694
288	0.000651
289	0.000644
290	0.000579
291	0.000608
292	0.000629
293	0.000579
294	0.000558
